번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
595,005070,코스모신소재,032004,기타 화학제품 제조업,"19,747,965","19,747,965,000","1,000",원(KRW)
596,005420,코스모화학,032004,기타 화학제품 제조업,"15,840,498","79,202,490,000","5,000",원(KRW)
597,071950,코아스,033201,가구 제조업,"30,907,210","15,453,605,000","500",원(KRW)
598,002020,코오롱,116409,기타 금융업,"12,626,426","68,514,080,000","5,000",원(KRW)
599,003070,코오롱글로벌,064102,토목 건설업,"25,210,438","127,616,205,000","5,000",원(KRW)
600,144620,코오롱머티리얼,032005,화학섬유 제조업,"45,000,000","45,000,000,000","1,000",원(KRW)
601,120110,코오롱인더,032005,화학섬유 제조업,"26,978,840","148,733,500,000","5,000",원(KRW)
602,138490,코오롱플라스틱,032002,합성고무 및 플라스틱 물질 제조업,"38,000,000","38,000,000,000","1,000",원(KRW)
603,021240,코웨이,199609,그외 기타 개인 서비스업,"73,799,619","40,662,398,000","500",원(KRW)
604,031820,콤텍시스템,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","47,851,466","23,925,733,000","500",원(KRW)
605,192400,쿠쿠홀딩스,116409,기타 금융업,"7,112,437","3,556,218,500","500",원(KRW)
606,284740,쿠쿠홈시스,147602,개인 및 가정용품 임대업,"4,487,466","2,243,733,000","500",원(KRW)
607,015590,큐로,032901,일반 목적용 기계 제조업,"124,732,646","62,366,323,000","500",원(KRW)
608,264900,크라운제과,031007,기타 식품 제조업,"12,523,850","2,659,482,000","200",원(KRW)
609,005740,크라운해태홀딩스,116409,기타 금융업,"14,847,347","7,724,036,500","500",원(KRW)
610,020120,키다리스튜디오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","15,832,549","7,916,274,500","500",원(KRW)
611,039490,키움증권,116601,금융 지원 서비스업,"22,099,740","110,498,700,000","5,000",원(KRW)
612,012170,키위미디어그룹,074607,기타 전문 도매업,"197,284,650","98,642,325,000","500",원(KRW)
613,015890,태경산업,032001,기초 화학물질 제조업,"29,228,750","14,614,375,000","500",원(KRW)
614,006890,태경화학,032001,기초 화학물질 제조업,"11,600,000","5,800,000,000","500",원(KRW)
615,003240,태광산업,032005,화학섬유 제조업,"1,113,400","5,567,000,000","5,000",원(KRW)
616,011280,태림포장,031702,"골판지, 종이 상자 및 종이용기 제조업","70,805,940","35,402,970,000","500",원(KRW)
617,004100,태양금속공업,033003,자동차 신품 부품 제조업,"36,700,000","20,000,000,000","500",원(KRW)
618,009410,태영건설,064102,토목 건설업,"76,400,000","39,478,740,000","500",원(KRW)
619,001420,태원물산,033003,자동차 신품 부품 제조업,"7,600,000","3,800,000,000","500",원(KRW)
620,007980,태평양물산,031401,봉제의복 제조업,"49,911,742","24,955,871,000","500",원(KRW)
621,055490,테이팩스,032202,플라스틱제품 제조업,"4,717,650","3,771,825,000","500",원(KRW)
622,078000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,702,706","5,026,353,000","500",원(KRW)
623,214420,토니모리,032004,기타 화학제품 제조업,"17,640,000","3,528,000,000","200",원(KRW)
624,140890,트러스제7호,126801,부동산 임대 및 공급업,"9,686,000","48,430,000,000","5,000",원(KRW)
625,084870,티비에이치글로벌,031401,봉제의복 제조업,"20,856,819","10,428,409,500","500",원(KRW)
626,019180,티에이치엔,032809,기타 전기장비 제조업,"18,000,000","9,000,000,000","500",원(KRW)
627,091810,티웨이항공,085101,항공 여객 운송업,"46,974,812","23,487,406,000","500",원(KRW)
628,004870,티웨이홀딩스,032601,반도체 제조업,"75,437,074","37,718,537,000","500",원(KRW)
629,005690,파미셀,032101,기초 의약물질 및 생물학적 제제 제조업,"59,958,950","29,979,475,000","500",원(KRW)
630,036580,팜스코,031006,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500","500",원(KRW)
631,028670,팬오션,085001,해상 운송업,"534,569,207","534,569,207,000","1,000",원(KRW)
632,010820,퍼스텍,032502,무기 및 총포탄 제조업,"46,764,840","23,382,420,000","500",원(KRW)
633,016800,퍼시스,033201,가구 제조업,"11,500,000","14,300,000,000","1,000",원(KRW)
634,001020,페이퍼코리아,031701,"펄프, 종이 및 판지 제조업","73,374,054","36,687,027,000","500",원(KRW)
635,090080,평화산업,033003,자동차 신품 부품 제조업,"37,403,844","18,701,922,000","500",원(KRW)
636,010770,평화홀딩스,116409,기타 금융업,"14,625,466","7,312,733,000","500",원(KRW)
637,005490,포스코,032401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW)
638,058430,포스코강판,032401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW)
639,047050,포스코대우,074601,상품 중개업,"123,375,149","616,875,745,000","5,000",원(KRW)
640,007630,폴루스바이오팜,032604,통신 및 방송 장비 제조업,"36,164,342","18,082,171,000","500",원(KRW)
641,017810,풀무원,116409,기타 금융업,"3,809,095","19,045,475,000","5,000",원(KRW)
642,103140,풍산,032402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW)
643,005810,풍산홀딩스,116409,기타 금융업,"7,835,167","45,175,835,000","5,000",원(KRW)
644,033180,필룩스,032602,전자부품 제조업,"57,196,161","28,748,080,500","500",원(KRW)
645,086790,하나금융지주,116409,기타 금융업,"300,242,062","1,501,210,310,000","5,000",원(KRW)
646,099340,하나니켈1호,116402,신탁업 및 집합투자업,"22,756,200","113,781,000,000","0",원(KRW)
647,099350,하나니켈2호,116402,신탁업 및 집합투자업,"3,284,000","16,420,000,000","0",원(KRW)
648,293480,하나제약,032102,의약품 제조업,"16,200,000","8,100,000,000","500",원(KRW)
649,039130,하나투어,147502,여행사 및 기타 여행보조 서비스업,"11,616,185","5,808,092,500","500",원(KRW)
650,172580,하이골드12호,147601,운송장비 임대업,"13,044,500","65,222,500,000","5,000",원(KRW)
651,153360,하이골드3호,147601,운송장비 임대업,"16,149,790","80,748,950,000","5,000",원(KRW)
652,159650,하이골드8호,147601,운송장비 임대업,"14,905,929","74,529,645,000","5,000",원(KRW)
653,071090,하이스틸,032401,1차 철강 제조업,"1,999,944","9,999,720,000","5,000",원(KRW)
654,019490,하이트론씨스템즈,032605,영상 및 음향기기 제조업,"5,530,735","13,826,837,500","2,500",원(KRW)
655,000080,하이트진로,031101,알코올음료 제조업,"70,133,611","368,818,745,000","5,000",원(KRW)
656,000140,하이트진로홀딩스,116409,기타 금융업,"23,206,765","118,387,875,000","5,000",원(KRW)
657,152550,한국ANKOR유전,116402,신탁업 및 집합투자업,"70,020,000","350,100,000,000","0",원(KRW)
658,036460,한국가스공사,043502,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000","5,000",원(KRW)
659,005430,한국공항,085209,기타 운송관련 서비스업,"3,166,355","15,831,775,000","5,000",원(KRW)
660,071050,한국금융지주,116409,기타 금융업,"55,725,992","307,921,215,000","5,000",원(KRW)
661,010040,한국내화,032302,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000","500",원(KRW)
662,025540,한국단자공업,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000","500",원(KRW)
663,004090,한국석유공업,032309,기타 비금속 광물제품 제조업,"655,200","3,276,000,000","5,000",원(KRW)
664,002200,한국수출포장공업,031702,"골판지, 종이 상자 및 종이용기 제조업","4,000,000","20,000,000,000","5,000",원(KRW)
665,002960,한국쉘석유,031902,석유 정제품 제조업,"1,300,000","7,000,000,000","5,000",원(KRW)
666,123890,한국자산신탁,116402,신탁업 및 집합투자업,"102,739,889","51,369,944,500","500",원(KRW)
667,015760,한국전력공사,043501,전기업,"641,964,077","3,209,820,385,000","5,000",원(KRW)
668,006200,한국전자홀딩스,116409,기타 금융업,"46,803,136","23,401,568,000","500",원(KRW)
669,002300,한국제지,031701,"펄프, 종이 및 판지 제조업","5,004,949","25,024,745,000","5,000",원(KRW)
670,023350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,950,000","5,475,000,000","500",원(KRW)
671,025890,한국주강,032902,특수 목적용 기계 제조업,"11,309,259","5,654,629,500","500",원(KRW)
672,000970,한국주철관공업,032401,1차 철강 제조업,"22,800,500","12,000,000,000","500",원(KRW)
673,104700,한국철강,032401,1차 철강 제조업,"46,050,000","46,050,000,000","1,000",원(KRW)
674,017960,한국카본,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","43,960,757","21,980,378,500","500",원(KRW)
675,161890,한국콜마,032004,기타 화학제품 제조업,"22,346,698","11,173,349,000","500",원(KRW)
676,024720,한국콜마홀딩스,116409,기타 금융업,"17,938,966","8,969,483,000","500",원(KRW)
677,161390,한국타이어,032201,고무제품 제조업,"123,875,069","61,937,534,500","500",원(KRW)
678,000240,한국타이어월드와이드,116409,기타 금융업,"93,020,173","46,510,086,500","500",원(KRW)
679,034830,한국토지신탁,116402,신탁업 및 집합투자업,"252,489,230","252,489,230,000","1,000",원(KRW)
680,007280,한국특수형강,032401,1차 철강 제조업,"32,353,490","16,176,745,000","500",원(KRW)
681,168490,한국패러랠,116402,신탁업 및 집합투자업,"80,020,000","400,100,000,000","0",원(KRW)
682,010100,한국프랜지공업,033003,자동차 신품 부품 제조업,"30,450,420","30,450,420,000","1,000",원(KRW)
683,047810,한국항공우주,033103,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000","5,000",원(KRW)
684,123690,한국화장품,074604,생활용품 도매업,"16,068,000","8,034,000,000","500",원(KRW)
685,003350,한국화장품제조,032004,기타 화학제품 제조업,"4,532,000","2,266,000,000","500",원(KRW)
686,011500,한농화성,032004,기타 화학제품 제조업,"15,637,042","7,818,521,000","500",원(KRW)
687,002390,한독,032102,의약품 제조업,"13,763,533","6,881,766,500","500",원(KRW)
688,014790,한라,064102,토목 건설업,"38,874,942","194,374,710,000","5,000",원(KRW)
689,060980,한라홀딩스,116409,기타 금융업,"10,472,070","55,086,180,000","5,000",원(KRW)
690,053690,한미글로벌,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,957,550","5,478,775,000","500",원(KRW)
691,042700,한미반도체,032902,특수 목적용 기계 제조업,"57,223,890","12,716,420,500","200",원(KRW)
692,008930,한미사이언스,116409,기타 금융업,"64,742,860","32,371,430,000","500",원(KRW)
693,128940,한미약품,032102,의약품 제조업,"11,612,184","29,030,460,000","2,500",원(KRW)
694,009240,한샘,074604,생활용품 도매업,"23,533,928","23,533,928,000","1,000",원(KRW)
695,020000,한섬,031401,봉제의복 제조업,"24,630,000","12,315,000,000","500",원(KRW)
696,003680,한성기업,031002,수산물 가공 및 저장 처리업,"5,933,871","29,669,355,000","5,000",원(KRW)
697,105630,한세실업,031401,봉제의복 제조업,"40,000,000","20,000,000,000","500",원(KRW)
698,069640,한세엠케이,074704,"섬유, 의복, 신발 및 가죽제품 소매업","12,909,322","6,454,661,000","500",원(KRW)
699,016450,한세예스24홀딩스,116409,기타 금융업,"40,000,000","20,000,000,000","500",원(KRW)
700,009180,한솔로지스틱스,085209,기타 운송관련 서비스업,"27,477,425","14,340,941,000","500",원(KRW)
701,213500,한솔제지,031701,"펄프, 종이 및 판지 제조업","23,800,576","119,002,880,000","5,000",원(KRW)
702,014680,한솔케미칼,032001,기초 화학물질 제조업,"11,295,195","56,475,975,000","5,000",원(KRW)
703,004710,한솔테크닉스,032602,전자부품 제조업,"22,109,878","110,549,390,000","5,000",원(KRW)
704,010420,한솔피엔에스,074607,기타 전문 도매업,"20,493,012","10,246,506,000","500",원(KRW)
705,004150,한솔홀딩스,116409,기타 금융업,"46,359,871","231,799,355,000","5,000",원(KRW)
706,025750,한솔홈데코,031601,제재 및 목재 가공업,"80,565,149","83,765,149,000","1,000",원(KRW)
707,004960,한신공영,064101,건물 건설업,"11,570,702","57,853,510,000","5,000",원(KRW)
708,011700,한신기계공업,032901,일반 목적용 기계 제조업,"32,446,151","16,223,075,500","500",원(KRW)
709,001750,한양증권,116601,금융 지원 서비스업,"12,728,534","66,267,670,000","5,000",원(KRW)
710,018880,한온시스템,032901,일반 목적용 기계 제조업,"533,800,000","53,380,000,000","100",원(KRW)
711,009420,한올바이오파마,032102,의약품 제조업,"52,240,638","26,120,319,000","500",원(KRW)
712,014130,한익스프레스,084903,도로 화물 운송업,"12,000,000","6,000,000,000","500",원(KRW)
713,300720,한일시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","4,144,970","20,724,850,000","5,000",원(KRW)
714,002220,한일철강,032401,1차 철강 제조업,"2,232,233","11,161,165,000","5,000",원(KRW)
715,006390,한일현대시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","16,758,544","83,792,720,000","5,000",원(KRW)
716,003300,한일홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,"5,995,844","31,349,890,000","5,000",원(KRW)
717,051600,한전KPS,064203,전기 및 통신 공사업,"45,000,000","9,000,000,000","200",원(KRW)
718,052690,한전기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","38,220,000","7,644,000,000","200",원(KRW)
719,130660,한전산업,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","32,600,000","16,300,000,000","500",원(KRW)
720,002320,한진,084903,도로 화물 운송업,"11,974,656","59,873,280,000","5,000",원(KRW)
721,097230,한진중공업,064102,토목 건설업,"106,052,508","530,262,540,000","5,000",원(KRW)
722,003480,한진중공업홀딩스,116409,기타 금융업,"29,529,812","155,149,060,000","5,000",원(KRW)
723,180640,한진칼,116409,기타 금융업,"59,170,458","149,268,060,000","2,500",원(KRW)
724,005110,한창,074605,기계장비 및 관련 물품 도매업,"34,790,269","17,395,134,500","500",원(KRW)
725,009460,한창제지,031701,"펄프, 종이 및 판지 제조업","59,667,486","29,833,743,000","500",원(KRW)
726,000880,한화,032004,기타 화학제품 제조업,"74,958,735","489,550,145,000","5,000",원(KRW)
727,027390,한화갤러리아타임월드,074701,종합 소매업,"6,000,131","30,000,655,000","5,000",원(KRW)
728,088350,한화생명,116501,보험업,"868,530,000","4,342,650,000,000","5,000",원(KRW)
729,000370,한화손해보험,116501,보험업,"116,738,915","583,694,575,000","5,000",원(KRW)
730,012450,한화에어로스페이스,033103,"항공기,우주선 및 부품 제조업","52,040,000","265,650,000,000","5,000",원(KRW)
731,009830,한화케미칼,032001,기초 화학물질 제조업,"163,110,394","821,170,655,000","5,000",원(KRW)
732,003530,한화투자증권,116601,금융 지원 서비스업,"172,442,511","886,212,555,000","5,000",원(KRW)
733,195870,해성디에스,032602,전자부품 제조업,"17,000,000","85,000,000,000","5,000",원(KRW)
734,101530,해태제과식품,031007,기타 식품 제조업,"29,116,822","14,558,411,000","500",원(KRW)
735,143210,핸즈코퍼레이션,033003,자동차 신품 부품 제조업,"21,863,268","10,931,634,000","500",원(KRW)
736,000720,현대건설,064102,토목 건설업,"111,355,765","557,273,105,000","5,000",원(KRW)
737,267270,현대건설기계,032901,일반 목적용 기계 제조업,"19,700,793","98,503,965,000","5,000",원(KRW)
738,005440,현대그린푸드,074701,종합 소매업,"97,704,482","48,852,241,000","500",원(KRW)
739,086280,현대글로비스,085209,기타 운송관련 서비스업,"37,500,000","18,750,000,000","500",원(KRW)
740,064350,현대로템,033102,철도장비 제조업,"85,000,000","425,000,000,000","5,000",원(KRW)
741,079430,현대리바트,033201,가구 제조업,"20,535,282","20,535,282,000","1,000",원(KRW)
742,012330,현대모비스,033003,자동차 신품 부품 제조업,"97,343,863","490,969,315,000","5,000",원(KRW)
743,010620,현대미포조선,033101,선박 및 보트 건조업,"39,942,149","199,710,745,000","5,000",원(KRW)
744,069960,현대백화점,074701,종합 소매업,"23,402,441","117,012,205,000","5,000",원(KRW)
745,004560,현대비앤지스틸,032401,1차 철강 제조업,"15,078,811","75,943,315,000","5,000",원(KRW)
746,011200,현대상선,085001,해상 운송업,"313,805,827","1,569,029,135,000","5,000",원(KRW)
747,004310,현대약품,032102,의약품 제조업,"32,000,000","16,000,000,000","500",원(KRW)
748,126560,현대에이치씨엔,106002,텔레비전 방송업,"112,876,596","56,438,298,000","500",원(KRW)
749,017800,현대엘리베이터,032901,일반 목적용 기계 제조업,"27,158,266","135,791,330,000","5,000",원(KRW)
750,011210,현대위아,033003,자동차 신품 부품 제조업,"27,195,083","135,975,415,000","5,000",원(KRW)
751,267260,현대일렉트릭,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,357,135","101,785,675,000","5,000",원(KRW)
752,005380,현대자동차,033001,자동차용 엔진 및 자동차 제조업,"213,668,187","1,488,993,125,000","5,000",원(KRW)
753,004020,현대제철,032401,1차 철강 제조업,"133,445,785","667,228,925,000","5,000",원(KRW)
754,011760,현대종합상사,074608,상품 종합 도매업,"13,228,966","66,144,830,000","5,000",원(KRW)
755,009540,현대중공업,033101,선박 및 보트 건조업,"70,773,116","353,865,580,000","5,000",원(KRW)
756,267250,현대중공업지주,116409,기타 금융업,"16,286,617","81,433,085,000","5,000",원(KRW)
757,001500,현대차증권,116601,금융 지원 서비스업,"29,337,111","146,685,555,000","5,000",원(KRW)
758,227840,현대코퍼레이션홀딩스,074603,음·식료품 및 담배 도매업,"9,100,836","45,504,180,000","5,000",원(KRW)
759,001450,현대해상,116501,보험업,"89,400,000","44,700,000,000","500",원(KRW)
760,057050,현대홈쇼핑,074709,무점포 소매업,"12,000,000","60,000,000,000","5,000",원(KRW)
761,093240,형지엘리트,031401,봉제의복 제조업,"19,154,798","9,577,399,000","500",원(KRW)
762,003010,혜인,074605,기계장비 및 관련 물품 도매업,"12,712,747","6,356,373,500","500",원(KRW)
763,111110,호전실업,031401,봉제의복 제조업,"8,000,000","4,657,880,000","500",원(KRW)
764,008770,호텔신라,074708,기타 상품 전문 소매업,"39,248,121","200,000,000,000","5,000",원(KRW)
765,002460,화성산업,064101,건물 건설업,"12,450,800","62,254,000,000","5,000",원(KRW)
766,013520,화승알앤에이,033003,자동차 신품 부품 제조업,"64,561,210","32,280,605,000","500",원(KRW)
767,241590,화승엔터프라이즈,116409,기타 금융업,"60,536,670","30,268,335,000","500",원(KRW)
768,006060,화승인더스트리,032202,플라스틱제품 제조업,"55,320,000","27,660,000,000","500",원(KRW)
769,010690,화신,033003,자동차 신품 부품 제조업,"34,920,410","17,460,205,000","500",원(KRW)
770,133820,화인베스틸,032401,1차 철강 제조업,"29,550,000","16,050,000,000","500",원(KRW)
771,010660,화천기계,032902,특수 목적용 기계 제조업,"2,200,000","11,000,000,000","5,000",원(KRW)
772,000850,화천기공,032902,특수 목적용 기계 제조업,"2,200,000","11,000,000,000","5,000",원(KRW)
773,016580,환인제약,032102,의약품 제조업,"18,600,070","9,700,035,000","500",원(KRW)
774,032560,황금에스티,032402,1차 비철금속 제조업,"14,000,000","7,000,000,000","500",원(KRW)
775,004800,효성,032005,화학섬유 제조업,"21,071,025","105,355,125,000","5,000",원(KRW)
776,094280,효성 ITX,147509,기타 사업지원 서비스업,"11,558,200","5,779,100,000","500",원(KRW)
777,298040,효성중공업,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","9,324,548","46,622,740,000","5,000",원(KRW)
778,298050,효성첨단소재,032005,화학섬유 제조업,"4,479,948","22,399,740,000","5,000",원(KRW)
779,298020,효성티앤씨,032005,화학섬유 제조업,"4,327,682","21,638,410,000","5,000",원(KRW)
780,298000,효성화학,032001,기초 화학물질 제조업,"3,190,126","15,950,630,000","5,000",원(KRW)
781,093370,후성,032001,기초 화학물질 제조업,"92,606,819","46,303,409,500","500",원(KRW)
782,081660,휠라코리아,074604,생활용품 도매업,"61,115,070","61,674,420,000","1,000",원(KRW)
783,005870,휴니드테크놀러지스,032604,통신 및 방송 장비 제조업,"14,116,015","70,580,075,000","5,000",원(KRW)
784,079980,휴비스,032005,화학섬유 제조업,"34,500,000","172,500,000,000","5,000",원(KRW)
785,005010,휴스틸,032401,1차 철강 제조업,"7,534,848","37,674,240,000","5,000",원(KRW)
786,069260,휴켐스,032004,기타 화학제품 제조업,"40,878,588","40,878,588,000","1,000",원(KRW)
787,000540,흥국화재,116501,보험업,"64,242,645","325,821,225,000","5,000",원(KRW)
788,003280,흥아해운,085001,해상 운송업,"175,643,430","87,821,715,000","500",원(KRW)
